age,height_cm,weight_kg,overall,potential,value_eur,wage_eur,skill_moves
23,181,78,70,77,2300000,500,2
24,181,76,70,76,2200000,18000,2
25,182,81,70,76,2200000,4000,2
25,180,72,70,76,2200000,8000,2
24,178,69,70,76,2400000,11000,2
24,176,80,70,76,2400000,15000,3
24,178,76,70,76,2200000,4000,3
22,183,82,70,76,2500000,4000,3
23,175,75,70,76,2400000,22000,3
24,185,68,70,76,2200000,6000,3
23,173,68,70,76,2200000,5000,3
24,172,69,70,76,2200000,500,2
23,185,86,70,76,2400000,9000,3
23,182,81,70,76,1800000,7000,1
24,184,77,70,76,2200000,12000,3
23,199,82,70,76,1800000,8000,1
22,168,62,70,76,2400000,6000,3
23,176,69,70,76,2200000,19000,2
23,184,74,70,76,2400000,14000,3
24,174,66,70,76,2400000,6000,4
23,184,73,70,76,2400000,4000,3
25,183,80,70,76,2200000,5000,3
22,187,82,70,76,2200000,12000,2
22,179,73,70,76,2200000,12000,3
24,186,77,70,76,1800000,3000,1
24,197,82,70,76,1800000,9000,1
24,171,64,70,76,2400000,6000,4
24,173,64,70,76,2200000,5000,3
24,190,89,70,76,2500000,4000,2
23,184,78,70,76,2400000,500,3
24,185,80,70,76,1800000,500,1
24,183,70,70,76,2500000,12000,3
24,179,74,70,76,2200000,8000,2
21,170,57,70,76,2200000,500,2
24,169,61,70,75,2400000,5000,4
25,183,78,70,75,2300000,16000,3
25,182,72,70,75,2300000,16000,3
25,184,80,70,75,2100000,7000,2
24,183,74,70,75,2300000,7000,3
24,188,78,70,75,2400000,10000,3
25,177,71,70,75,2300000,8000,3
24,187,77,70,75,2300000,13000,2
24,187,90,70,75,2400000,12000,2
23,175,68,70,75,2300000,8000,3
26,191,80,70,75,2100000,10000,2
25,176,66,70,75,2100000,22000,2
24,187,76,70,75,2300000,15000,2
24,174,74,70,75,2300000,7000,3
25,186,76,70,75,1800000,6000,1
25,185,87,70,75,2100000,5000,3
25,185,81,70,75,0,0,3
25,165,60,70,75,2400000,13000,3
24,178,76,70,75,2100000,7000,2
25,186,77,70,75,2400000,500,3
25,188,80,70,75,2100000,14000,3
24,179,80,70,75,2300000,8000,2
22,183,70,70,75,2400000,4000,3
24,179,74,70,75,2100000,5000,2
25,180,71,70,75,2100000,4000,2
24,187,77,70,75,2400000,14000,3
23,172,67,70,75,2100000,5000,3
25,184,81,70,75,2300000,15000,3
25,169,72,70,75,2100000,4000,2
24,186,78,70,75,2400000,14000,3
23,180,74,70,75,2400000,5000,3
24,180,72,70,75,2400000,14000,3
24,182,75,70,75,2400000,8000,3
24,185,82,70,75,2400000,8000,2
24,167,66,70,75,2400000,11000,3
23,176,71,70,75,2400000,7000,4
25,184,76,70,75,2100000,7000,2
25,186,79,70,75,2300000,10000,3
23,178,75,70,75,2400000,15000,3
23,190,76,70,75,2100000,11000,3
23,176,72,70,75,2300000,12000,3
24,191,92,70,75,2400000,7000,2
22,183,78,70,75,2100000,13000,2
23,189,87,70,75,2100000,11000,2
23,179,74,70,75,2100000,10000,2
24,195,94,70,75,2400000,14000,2
23,192,85,70,75,1800000,9000,1
25,184,73,70,75,1800000,500,1
24,175,72,70,75,0,0,2
23,180,77,70,75,2400000,7000,3
25,188,80,70,75,2400000,500,2
26,188,72,70,74,1700000,17000,1
27,185,83,70,74,1600000,2000,1
26,191,83,70,74,1700000,10000,1
26,189,90,70,74,2000000,21000,2
25,187,76,70,74,2300000,17000,3
27,183,90,70,74,1600000,9000,1
25,178,75,70,74,2000000,14000,3
26,188,84,70,74,2000000,24000,2
26,192,81,70,74,1700000,4000,1
26,163,64,70,74,2100000,8000,3
27,186,79,70,74,1600000,4000,1
24,183,79,70,74,2300000,9000,3
25,180,73,70,74,2000000,17000,3
26,183,84,70,74,1700000,16000,1
26,187,71,70,74,1700000,3000,1
26,189,87,70,74,2000000,13000,2
25,185,78,70,74,1700000,4000,1
24,175,76,70,74,2300000,18000,3
24,180,73,70,74,2000000,8000,2
25,190,80,70,74,2300000,11000,2
25,177,81,70,74,2300000,47000,3
25,183,69,70,74,2300000,7000,3
25,183,71,70,74,2300000,11000,3
26,192,88,70,74,2000000,7000,2
26,185,80,70,74,1700000,8000,1
24,177,70,70,74,2300000,8000,3
26,194,88,70,74,1700000,4000,1
24,175,68,70,74,2300000,13000,4
25,183,77,70,74,2100000,6000,2
24,196,82,70,74,2100000,4000,2
24,185,80,70,74,2000000,500,3
24,168,66,70,74,0,0,2
26,176,72,70,73,1900000,7000,3
26,185,81,70,73,2000000,22000,2
27,185,80,70,73,1600000,12000,1
27,188,88,70,73,1900000,3000,2
26,188,75,70,73,2200000,5000,3
27,193,90,70,73,1900000,13000,2
25,173,67,70,73,2200000,15000,4
25,175,79,70,73,2200000,20000,3
25,189,86,70,73,2300000,32000,3
26,172,68,70,73,0,0,4
26,184,82,70,73,2200000,5000,2
25,185,76,70,73,2200000,15000,4
25,185,74,70,73,2300000,500,3
25,180,81,70,73,2000000,14000,3
25,180,75,70,73,2200000,22000,3
25,174,61,70,73,2200000,26000,4
25,167,67,70,73,2200000,23000,3
25,188,82,70,73,2300000,7000,3
26,185,79,70,73,2000000,5000,2
25,179,67,70,73,2200000,11000,3
26,182,72,70,73,2200000,9000,3
26,190,82,70,73,2000000,4000,2
26,170,66,70,73,2200000,500,3
24,174,67,70,73,0,0,3
24,184,82,70,73,2300000,4000,3
24,181,74,70,73,2200000,22000,3
26,177,73,70,73,1900000,5000,3
26,186,80,70,73,2200000,9000,3
25,181,70,70,73,2200000,9000,3
27,181,82,70,73,1900000,500,3
26,186,84,70,73,2000000,7000,2
25,175,70,70,73,2200000,7000,4
27,170,71,70,73,1900000,5000,2
26,173,67,70,73,1900000,18000,3
26,177,70,70,73,2200000,6000,3
26,184,84,70,73,2000000,12000,2
26,180,80,70,73,2000000,8000,2
26,195,82,70,73,1600000,4000,1
27,188,85,70,73,1900000,5000,2
26,173,64,70,73,1900000,12000,2
25,178,76,70,73,2300000,10000,2
26,193,85,70,73,2200000,17000,2
23,165,64,70,73,2200000,4000,3
25,188,84,70,73,2200000,13000,3
26,180,74,70,73,2200000,5000,3
25,173,73,70,73,2000000,5000,3
24,176,72,70,73,2300000,12000,4
26,185,80,70,73,2000000,6000,2
27,192,92,70,73,1900000,500,2
25,180,70,70,73,2000000,9000,2
26,174,73,70,73,2000000,5000,2
26,190,83,70,73,2000000,8000,2
26,175,66,70,73,2200000,8000,3
25,177,66,70,73,2200000,10000,3
25,177,73,70,73,2200000,9000,3
28,188,82,70,73,1600000,500,1
25,200,101,70,73,2300000,500,2
27,187,82,70,73,1900000,8000,2
28,187,86,70,72,1800000,4000,2
27,188,80,70,72,1500000,21000,1
29,191,82,70,72,1500000,2000,1
28,191,77,70,72,1800000,8000,2
28,189,83,70,72,1500000,3000,1
26,194,96,70,72,2200000,42000,3
27,185,86,70,72,1900000,8000,2
29,192,88,70,72,1500000,5000,1
26,176,74,70,72,2200000,8000,4
26,183,78,70,72,1900000,9000,2
28,184,66,70,72,1800000,5000,2
28,189,85,70,72,1500000,4000,1
25,188,80,70,72,2000000,3000,2
28,187,75,70,72,1800000,24000,2
25,183,77,70,72,2200000,6000,5
27,188,70,70,72,0,0,3
28,186,76,70,72,1800000,5000,2
28,187,85,70,72,1500000,7000,1
27,170,65,70,72,1900000,15000,2
27,193,89,70,72,1900000,8000,2
28,189,79,70,72,1500000,500,1
27,190,77,70,72,1900000,4000,2
27,186,81,70,72,1900000,15000,2
26,180,75,70,72,1900000,12000,2
27,189,85,70,72,1900000,11000,2
27,185,82,70,72,1900000,500,3
26,188,84,70,72,2200000,6000,2
27,193,92,70,72,1900000,12000,2
25,175,70,70,72,2200000,8000,3
26,185,84,70,72,2200000,18000,2
25,174,70,70,72,2200000,16000,3
27,187,81,70,72,1900000,6000,3
28,190,80,70,72,1800000,14000,2
25,187,82,70,72,1900000,5000,2
26,178,74,70,72,2100000,9000,3
27,183,75,70,72,1900000,4000,2
26,188,84,70,72,1900000,8000,3
25,183,80,70,72,2200000,7000,3
28,196,90,70,72,1500000,7000,1
29,198,93,70,72,1500000,3000,1
27,184,83,70,72,1900000,3000,2
27,182,73,70,72,0,0,1
28,192,80,70,72,1500000,4000,1
25,184,80,70,72,2200000,500,3
26,178,75,70,72,2100000,6000,3
27,184,73,70,72,1900000,3000,2
28,184,82,70,72,1500000,5000,1
29,189,79,70,72,1500000,4000,1
26,187,82,70,71,2100000,7000,3
29,187,84,70,71,1400000,5000,1
29,185,75,70,71,1700000,11000,2
28,176,77,70,71,1800000,15000,2
29,180,72,70,71,1700000,29000,3
27,180,74,70,71,2000000,8000,3
27,188,82,70,71,1800000,7000,2
27,183,80,70,71,1800000,15000,2
29,190,78,70,71,1400000,500,1
28,184,83,70,71,1700000,7000,2
26,180,67,70,71,1800000,17000,2
28,192,84,70,71,1700000,13000,2
26,174,73,70,71,1800000,5000,3
27,179,76,70,71,1800000,19000,3
27,183,78,70,71,2100000,18000,3
27,176,81,70,71,1800000,11000,3
27,187,83,70,71,1800000,14000,3
28,180,75,70,71,1800000,500,3
27,185,82,70,71,2100000,5000,3
27,178,78,70,71,2100000,11000,3
28,191,91,70,71,1500000,6000,1
27,183,80,70,71,1800000,8000,2
27,179,75,70,71,1800000,13000,2
26,175,69,70,71,2100000,6000,3
27,171,68,70,71,1800000,5000,2
30,185,85,70,71,1400000,4000,1
27,185,74,70,71,2100000,17000,3
28,193,90,70,71,1700000,5000,2
27,193,87,70,71,2100000,5000,2
27,180,71,70,71,1800000,13000,2
25,182,76,70,71,2100000,7000,3
28,183,73,70,71,1800000,4000,2
26,174,72,70,71,2100000,15000,3
25,179,75,70,71,2100000,2000,4
26,192,80,70,71,2100000,10000,3
27,177,68,70,71,1800000,18000,2
26,176,67,70,71,1800000,11000,3
26,175,68,70,71,2100000,16000,3
26,180,74,70,71,1800000,19000,3
26,169,68,70,71,2100000,5000,3
26,171,68,70,71,2100000,500,3
27,177,70,70,71,1800000,4000,3
27,178,75,70,71,2000000,4000,3
27,179,70,70,71,1800000,14000,2
26,173,63,70,71,1800000,10000,3
28,179,73,70,71,1700000,3000,2
28,180,73,70,71,1800000,11000,2
29,185,82,70,71,1700000,5000,2
27,176,73,70,71,1800000,7000,3
27,186,84,70,71,2000000,9000,3
26,193,82,70,71,1800000,9000,2
27,182,75,70,71,1800000,15000,2
26,176,72,70,71,2100000,7000,3
27,170,70,70,71,2000000,17000,3
26,169,67,70,71,2100000,21000,3
25,180,75,70,71,2100000,8000,3
29,191,81,70,71,1700000,15000,2
27,174,68,70,71,1800000,6000,2
27,177,75,70,71,2000000,9000,3
26,182,65,70,71,2100000,9000,4
25,168,84,70,71,2100000,5000,3
27,182,74,70,71,1800000,6000,2
28,185,74,70,71,1800000,7000,2
28,181,78,70,71,1800000,14000,2
28,178,80,70,71,1700000,500,2
25,181,72,70,71,2100000,14000,3
26,182,80,70,71,2100000,4000,4
28,175,73,70,71,1800000,9000,2
26,180,70,70,71,2100000,5000,3
26,180,78,70,71,2100000,9000,3
28,185,78,70,71,1700000,500,2
25,173,70,70,71,2100000,6000,3
27,169,62,70,71,1800000,10000,2
27,183,67,70,71,1800000,500,2
34,185,78,70,70,650000,6000,2
39,183,81,70,70,240000,5000,2
37,187,85,70,70,625000,7000,3
37,193,83,70,70,180000,23000,1
39,183,76,70,70,180000,7000,1
40,169,68,70,70,0,9000,3
38,186,81,70,70,350000,3000,2
29,173,70,70,70,1500000,13000,3
36,186,86,70,70,0,0,3
37,184,81,70,70,575000,500,3
38,189,87,70,70,180000,4000,1
28,180,69,70,70,1800000,10000,3
36,193,90,70,70,300000,500,1
39,174,72,70,70,200000,6000,3
34,177,71,70,70,900000,9000,5
34,190,86,70,70,775000,37000,1
37,186,80,70,70,350000,3000,2
36,178,72,70,70,625000,20000,3
34,173,72,70,70,900000,16000,4
35,184,76,70,70,750000,12000,3
33,193,97,70,70,950000,27000,1
35,188,76,70,70,550000,10000,2
33,180,73,70,70,1100000,6000,3
35,185,84,70,70,575000,4000,3
33,186,76,70,70,1100000,17000,3
35,188,90,70,70,475000,1000,1
33,183,81,70,70,875000,4000,2
35,191,87,70,70,475000,500,1
33,186,88,70,70,1100000,5000,2
33,184,82,70,70,950000,7000,1
35,189,85,70,70,825000,4000,3
32,177,71,70,70,1400000,6000,3
32,189,81,70,70,1100000,4000,1
32,172,66,70,70,1400000,3000,4
32,184,83,70,70,1100000,6000,1
32,191,76,70,70,1100000,15000,2
34,185,88,70,70,775000,12000,1
31,180,74,70,70,1600000,16000,3
33,173,65,70,70,1100000,6000,3
33,178,72,70,70,1100000,9000,3
31,175,75,70,70,1300000,26000,2
31,180,78,70,70,1600000,500,3
35,176,78,70,70,0,0,2
33,175,68,70,70,800000,6000,3
37,182,80,70,70,575000,3000,3
33,180,79,70,70,800000,7000,3
31,174,70,70,70,1300000,7000,2
33,189,78,70,70,800000,5000,3
34,184,80,70,70,675000,14000,2
31,174,70,70,70,1600000,14000,4
35,172,62,70,70,775000,5000,4
31,179,80,70,70,1500000,27000,3
30,172,67,70,70,1700000,11000,4
32,188,80,70,70,1100000,18000,1
31,180,81,70,70,1300000,21000,3
31,176,65,70,70,1300000,7000,3
32,192,88,70,70,1200000,8000,2
34,181,76,70,70,675000,5000,3
33,183,80,70,70,875000,8000,3
30,171,68,70,70,1700000,6000,3
31,178,72,70,70,1300000,41000,2
31,193,78,70,70,1100000,3000,1
34,189,84,70,70,650000,6000,2
35,188,84,70,70,825000,8000,3
30,180,77,70,70,1600000,15000,3
33,182,87,70,70,1100000,500,3
35,184,77,70,70,550000,3000,2
29,186,81,70,70,1700000,5000,3
32,180,77,70,70,1100000,9000,3
30,181,73,70,70,1700000,9000,3
31,193,88,70,70,1100000,4000,1
31,188,84,70,70,1500000,11000,3
30,178,83,70,70,1700000,17000,3
31,186,87,70,70,1300000,7000,2
33,178,77,70,70,1100000,5000,3
32,182,78,70,70,1400000,14000,2
30,180,76,70,70,1700000,12000,3
29,184,73,70,70,1700000,2000,3
30,180,75,70,70,1500000,6000,3
31,178,80,70,70,1300000,8000,2
31,183,83,70,70,1600000,42000,3
31,180,78,70,70,1600000,8000,3
37,183,73,70,70,350000,3000,2
31,184,72,70,70,1600000,500,3
32,188,86,70,70,1100000,3000,2
31,175,75,70,70,1300000,9000,3
31,185,82,70,70,1600000,5000,2
36,183,79,70,70,300000,2000,1
32,186,80,70,70,1400000,500,2
32,177,65,70,70,1300000,9000,3
34,191,84,70,70,675000,6000,3
33,178,82,70,70,1000000,5000,3
32,195,92,70,70,1100000,5000,1
34,188,83,70,70,775000,4000,1
32,185,74,70,70,1400000,26000,3
34,188,81,70,70,775000,5000,1
31,185,82,70,70,1300000,5000,2
33,172,64,70,70,800000,18000,3
33,186,81,70,70,850000,7000,2
31,189,79,70,70,1600000,500,3
32,188,83,70,70,1100000,9000,3
34,186,84,70,70,925000,11000,3
30,192,82,70,70,1700000,6000,3
33,173,68,70,70,875000,500,3
29,170,70,70,70,1700000,7000,3
32,169,65,70,70,1400000,11000,4
35,179,77,70,70,575000,11000,3
32,180,72,70,70,1400000,18000,3
30,176,72,70,70,1700000,9000,3
29,188,83,70,70,1300000,13000,1
34,175,69,70,70,900000,500,3
29,183,83,70,70,1800000,18000,3
31,196,93,70,70,1300000,6000,2
30,185,79,70,70,1400000,13000,2
33,196,78,70,70,950000,5000,1
30,177,72,70,70,1700000,4000,3
29,191,86,70,70,1700000,500,3
30,183,79,70,70,1400000,9000,2
30,188,79,70,70,1700000,28000,3
33,178,73,70,70,800000,5000,3
29,177,74,70,70,1700000,14000,4
33,183,77,70,70,850000,5000,2
33,176,70,70,70,1000000,7000,3
28,191,75,70,70,1600000,10000,2
30,190,78,70,70,1700000,9000,2
30,180,76,70,70,1700000,8000,3
29,168,68,70,70,1500000,7000,3
33,175,72,70,70,1100000,8000,3
33,175,71,70,70,800000,5000,3
30,186,77,70,70,1400000,10000,3
34,174,75,70,70,900000,4000,4
30,185,86,70,70,1400000,5000,2
32,182,72,70,70,1400000,6000,3
28,177,70,70,70,1800000,14000,3
32,183,76,70,70,1100000,500,2
29,192,94,70,70,1800000,9000,2
29,190,85,70,70,1500000,6000,2
30,185,78,70,70,1400000,41000,2
30,180,77,70,70,1600000,15000,3
28,173,69,70,70,1800000,6000,3
28,168,64,70,70,1800000,6000,4
29,189,75,70,70,1500000,8000,3
30,196,93,70,70,1200000,8000,1
32,180,79,70,70,1100000,5000,3
30,170,68,70,70,1700000,10000,4
29,183,75,70,70,1500000,16000,3
35,193,91,70,70,550000,6000,2
31,186,81,70,70,1300000,11000,2
28,193,85,70,70,1600000,6000,2
31,185,78,70,70,1300000,6000,2
28,174,71,70,70,1600000,43000,3
29,188,86,70,70,1800000,9000,2
30,186,80,70,70,1500000,7000,3
30,177,71,70,70,1700000,8000,3
30,185,78,70,70,1400000,9000,2
32,184,79,70,70,1100000,500,2
30,184,73,70,70,1700000,8000,2
28,182,84,70,70,1500000,5000,2
31,177,71,70,70,1600000,4000,3
30,186,75,70,70,1400000,7000,3
34,178,77,70,70,650000,7000,2
33,180,80,70,70,875000,500,2
29,191,90,70,70,1500000,15000,2
31,184,80,70,70,1300000,5000,2
35,196,104,70,70,475000,4000,1
29,190,82,70,70,1800000,6000,3
31,173,75,70,70,0,0,3
28,173,75,70,70,1600000,10000,3
28,176,72,70,70,1500000,5000,2
32,175,75,70,70,1100000,5000,3
30,180,74,70,70,1400000,8000,3
29,174,68,70,70,1700000,6000,3
32,187,80,70,70,1100000,41000,2
28,181,72,70,70,1800000,4000,3
32,183,75,70,70,1300000,2000,4
30,175,75,70,70,1400000,10000,3
28,187,78,70,70,1600000,29000,2
28,187,81,70,70,1600000,7000,2
31,185,76,70,70,1600000,5000,3
31,185,78,70,70,1300000,6000,2
31,184,77,70,70,1600000,12000,3
29,184,80,70,70,1500000,9000,2
27,181,82,70,70,1600000,9000,3
28,173,74,70,70,1500000,16000,3
29,180,75,70,70,1700000,7000,3
31,172,64,70,70,1600000,6000,3
29,187,83,70,70,1300000,4000,1
28,175,68,70,70,1800000,24000,3
29,182,76,70,70,1800000,13000,3
31,191,88,70,70,1300000,2000,2
28,178,66,70,70,1800000,18000,4
31,189,82,70,70,1300000,10000,2
27,180,80,70,70,1800000,36000,3
28,181,70,70,70,1800000,17000,3
30,169,61,70,70,1600000,7000,3
29,184,75,70,70,1500000,6000,2
32,178,79,70,70,1400000,12000,3
27,178,70,70,70,1900000,6000,3
27,177,69,70,70,1900000,6000,3
30,184,80,70,70,1700000,5000,3
27,180,70,70,70,1900000,11000,4
27,178,75,70,70,1800000,5000,4
28,178,74,70,70,1800000,12000,3
32,173,70,70,70,0,0,3
32,187,86,70,70,1400000,4000,2
27,182,65,70,70,1900000,16000,4
32,169,67,70,70,1400000,7000,3
29,186,81,70,70,1500000,10000,2
28,182,77,70,70,1800000,4000,3
31,185,84,70,70,1600000,5000,3
32,177,67,70,70,1300000,7000,3
30,183,78,70,70,1700000,6000,4
30,188,86,70,70,1200000,4000,1
30,183,78,70,70,1700000,500,3
27,178,66,70,70,1800000,6000,3
27,180,73,70,70,1900000,4000,3
31,179,77,70,70,1300000,5000,2
28,172,70,70,70,1500000,15000,3
28,169,64,70,70,1800000,11000,3
28,170,65,70,70,1800000,50000,3
28,178,65,70,70,1800000,17000,3
29,188,81,70,70,1500000,14000,2
27,177,78,70,70,1900000,7000,2
28,176,68,70,70,1800000,18000,3
28,186,77,70,70,1800000,8000,3
31,180,76,70,70,1600000,5000,3
28,171,66,70,70,1800000,9000,3
30,180,78,70,70,1500000,13000,2
33,178,67,70,70,1100000,5000,3
27,182,78,70,70,1600000,14000,2
29,185,81,70,70,1500000,5000,2
30,175,68,70,70,1400000,5000,2
30,174,71,70,70,1600000,9000,3
31,189,83,70,70,1300000,15000,2
27,180,74,70,70,1900000,9000,3
32,185,80,70,70,1100000,500,2
28,185,75,70,70,1800000,8000,3
28,187,81,70,70,1800000,8000,3
27,175,72,70,70,1900000,13000,3
28,181,76,70,70,1600000,5000,3
35,182,77,70,70,550000,6000,2
33,176,70,70,70,1100000,13000,3
30,183,59,70,70,1400000,6000,3
29,174,64,70,70,1800000,500,4
29,177,75,70,70,1700000,500,3
27,178,76,70,70,1600000,10000,3
30,185,72,70,70,0,0,3
32,183,78,70,70,0,0,3
28,188,74,70,70,1800000,8000,3
29,175,70,70,70,1500000,5000,3
27,176,63,70,70,1900000,7000,3
27,180,77,70,70,1600000,5000,3
29,192,87,70,70,1500000,6000,2
30,186,85,70,70,1700000,5000,3
30,180,75,70,70,1700000,6000,3
29,184,70,70,70,1700000,6000,3
31,187,80,70,70,1100000,8000,1
29,175,70,70,70,1700000,6000,3
31,180,75,70,70,1300000,500,2
27,185,76,70,70,1900000,7000,3
32,166,64,70,70,1300000,24000,2
28,179,74,70,70,1800000,12000,3
27,178,72,70,70,1600000,7000,3
33,189,83,70,70,950000,15000,1
29,180,65,70,70,1700000,7000,3
28,175,70,70,70,1800000,8000,3
32,180,69,70,70,1200000,14000,3
27,178,76,70,70,1600000,500,3
30,183,73,70,70,1500000,5000,3
29,176,72,70,70,1700000,11000,4
34,176,71,70,70,875000,7000,3
32,186,82,70,70,1100000,3000,1
30,171,70,70,70,0,0,3
27,187,80,70,70,1800000,17000,3
30,175,68,70,70,1500000,5000,2
29,184,78,70,70,1500000,7000,3
28,184,82,70,70,1800000,9000,3
32,175,74,70,70,1300000,8000,3
30,171,70,70,70,1700000,500,3
29,174,66,70,70,1500000,6000,3
27,180,80,70,70,1600000,5000,2
30,178,83,70,70,0,0,3
29,180,75,70,70,1500000,8000,2
28,175,73,70,70,1800000,5000,3
28,175,75,70,70,1800000,4000,3
28,183,75,70,70,1500000,5000,4
35,178,80,70,70,825000,2000,3
30,187,87,70,70,1400000,500,2
31,177,71,70,70,1600000,4000,3
30,178,70,70,70,1500000,500,3
31,178,79,70,70,1300000,500,2
31,174,84,70,70,1600000,500,3
29,181,74,70,70,1500000,2000,3
28,182,80,70,70,1800000,11000,3
27,178,78,70,70,1900000,14000,3
28,176,69,70,70,1800000,3000,3
31,177,75,70,70,1600000,8000,3
30,176,74,70,70,1400000,5000,2
27,180,78,70,70,1600000,9000,2
34,181,80,70,70,650000,500,2
32,186,75,70,70,1400000,13000,2
33,193,86,70,70,850000,7000,2
28,177,70,70,70,1500000,7000,3
30,169,63,70,70,1700000,16000,4
32,183,81,70,70,1200000,9000,2
34,182,75,70,70,900000,5000,3
27,181,72,70,70,1900000,10000,3
28,179,66,70,70,1800000,7000,3
29,170,65,70,70,1700000,500,3
28,174,70,70,70,1500000,500,2
32,196,88,70,70,1100000,5000,2
33,194,87,70,70,950000,7000,1
28,177,76,70,70,1500000,5000,4
31,187,83,70,70,1100000,4000,1
27,162,76,70,70,1900000,500,3
29,176,75,70,70,1700000,500,3
28,179,78,70,70,1500000,500,2
26,168,61,70,70,1900000,4000,3
29,181,75,70,70,1700000,500,3
28,183,85,70,70,1800000,8000,3
27,170,65,70,70,1900000,6000,4
28,172,67,70,70,1800000,25000,3
29,168,60,70,70,1700000,500,3
29,185,82,70,70,1500000,5000,3
27,182,73,70,70,1900000,4000,3
29,180,69,70,70,1700000,11000,3
28,177,79,70,70,1800000,20000,3
28,178,62,70,70,1800000,7000,3
29,177,74,70,70,1500000,9000,3
27,168,69,70,70,1900000,500,3
28,190,76,70,70,1800000,8000,3
29,173,72,70,70,1700000,6000,3
30,171,72,70,70,1400000,7000,3
31,187,87,70,70,1300000,18000,2
31,186,76,70,70,1300000,9000,3
31,171,69,70,70,1300000,4000,3
28,181,77,70,70,1800000,7000,3
35,182,82,70,70,475000,500,1
30,185,84,70,70,1700000,11000,3
28,188,81,70,70,1800000,3000,3
27,182,70,70,70,1900000,500,3
28,175,70,70,70,1800000,7000,3
28,182,77,70,70,1800000,500,3
31,180,72,70,70,1300000,7000,3
36,183,86,70,70,625000,500,3
30,180,79,70,70,1400000,9000,3
28,172,69,70,70,1800000,6000,3
27,183,70,70,70,1600000,9000,2
27,170,70,70,70,1600000,500,3
28,187,78,70,70,1800000,9000,3
29,173,74,70,70,1500000,500,3
31,183,82,70,70,1300000,7000,2
32,170,74,70,70,1400000,8000,3
28,180,78,70,70,1800000,14000,3
27,181,82,70,70,1900000,5000,3
29,187,82,70,70,1800000,6000,2
27,177,72,70,70,1900000,4000,3
27,184,79,70,70,1900000,4000,3
29,190,83,70,70,1500000,18000,2
30,175,68,70,70,1700000,11000,3
24,182,77,70,70,1400000,5000,1
32,185,79,70,70,1100000,7000,1
24,178,76,70,70,1700000,6000,2
24,178,75,70,70,1700000,12000,2
20,168,60,70,70,1700000,5000,2
24,184,72,70,70,1700000,11000,2
24,176,78,70,70,1700000,6000,2
24,174,68,70,70,2000000,8000,3
24,165,62,70,70,2000000,8000,3
28,172,66,70,70,1800000,9000,3
24,178,78,70,70,2000000,14000,3
32,168,67,70,70,1400000,500,2
28,182,84,70,70,1600000,8000,2
24,191,90,70,70,1700000,6000,2
24,187,79,70,70,1700000,6000,2
28,188,88,70,70,1600000,14000,2
20,194,85,70,70,1700000,8000,2
28,170,70,70,70,1800000,500,2
20,188,85,70,70,1700000,5000,2
20,184,82,70,70,1800000,5000,2
24,173,70,70,70,2000000,8000,3
20,179,73,70,70,2000000,500,2
20,173,65,70,70,2000000,13000,3
24,181,80,70,70,2000000,7000,3
20,170,66,70,70,2000000,6000,3
20,182,77,70,70,1800000,6000,2
30,181,76,70,70,1500000,5000,3
31,177,79,70,70,1600000,500,2
32,168,62,70,70,1400000,7000,4
31,185,84,70,70,1500000,8000,3
29,180,77,70,70,1800000,11000,3
29,178,72,70,70,1700000,7000,3
28,172,63,70,70,1800000,7000,3
33,175,72,70,70,875000,5000,2
30,182,78,70,70,0,0,3
28,184,72,70,70,1800000,9000,3
24,178,71,70,70,1700000,10000,2
20,179,76,70,70,1400000,7000,1
28,170,72,70,70,1500000,6000,3
27,186,82,70,70,1900000,15000,3
30,189,90,70,70,1400000,6000,2
28,176,68,70,70,1500000,5000,3
28,180,76,70,70,1800000,6000,3
30,177,73,70,70,1700000,8000,3
30,182,80,70,70,1700000,5000,3
28,174,73,70,70,1800000,3000,3
28,177,73,70,70,1500000,12000,3
28,171,65,70,70,1500000,17000,3
28,181,73,70,70,1800000,500,2
24,181,76,70,70,2000000,13000,3
24,186,82,70,70,2000000,12000,4
30,180,70,70,70,1700000,7000,3
28,182,80,70,70,1800000,7000,3
28,171,69,70,70,1500000,5000,2
31,178,66,70,70,1300000,13000,3
29,184,84,70,70,1500000,8000,3
27,181,78,70,70,1900000,7000,3
28,169,64,70,70,1800000,500,3
28,175,75,70,70,1800000,13000,2
28,185,81,70,70,1800000,7000,3
28,175,68,70,70,1800000,12000,4
29,184,80,70,70,1800000,6000,2
31,184,76,70,70,1300000,4000,2
27,177,65,70,70,1900000,7000,3
28,180,72,70,70,1500000,500,3
31,176,71,70,70,1300000,9000,2
28,182,75,70,70,1500000,7000,2
30,186,82,70,70,1400000,6000,2
28,187,80,70,70,1800000,500,3
34,174,71,70,70,0,0,3
26,170,69,70,70,0,0,3
35,166,67,70,70,775000,500,3
31,184,80,70,70,1300000,500,2
31,172,65,70,70,1300000,500,2
35,182,78,70,70,475000,500,1
17,180,72,69,88,2100000,3000,3
18,177,68,69,87,2200000,5000,4
17,172,64,69,87,2100000,1000,4
18,185,82,69,86,2000000,500,2
19,182,64,69,85,2300000,18000,4
19,187,86,69,85,2100000,3000,2
17,185,75,69,85,2100000,7000,2
19,169,60,69,85,2300000,33000,4
20,180,75,69,84,2200000,3000,3
18,182,70,69,84,2200000,4000,3
18,188,78,69,84,1800000,500,1
18,179,70,69,84,2100000,5000,3
21,174,60,69,83,0,0,3
